NumEstacao,NomeEntidade,EnderecoEstacao,SiglaUf,CodMunicipio,NomeMunicipio,Latitude,Longitude,2G,3G,4G,5G
1000020255,TIM,Avenida Norte- Rn 118 S/NCentro S/N -,RN,2404705,Ipanguaçu,05S3009,36W5124,SIM,SIM,SIM,
1000143942,CLARO,ROD BR 101 S/N ,RN,2412203,São José de Mipibu,06S0203,35W1453,SIM,,SIM,
1000166578,VIVO,Avenida Rui Pereira dos Santos 3100 ,RN,2412005,São Gonçalo do Amarante,05S4601,35W2151,SIM,SIM,,
1000169356,VIVO,AEROPORTO SÃO GONÇALO DO AMARANTE S/N ,RN,2412005,São Gonçalo do Amarante,05S4547,35W2209,SIM,SIM,SIM,
1000202256,VIVO,AVENIDA SENADOR SALGADO FILHO S/N ,RN,2408102,Natal,05S4936,35W1241,SIM,SIM,SIM,
1000276390,TIM,Avenida Expedicionarios 107 -,RN,2408102,Natal,05S4543,35W1647,SIM,SIM,SIM,SIM
1000305837,VIVO,Avenida Presidente Café Filho 369 ,RN,2408102,Natal,05S4539,35W1148,SIM,SIM,SIM,
1000305845,VIVO,RUA CORONEL NORTON CHAVES 2332 ,RN,2408102,Natal,05S4933,35W1224,SIM,SIM,SIM,SIM
1000305853,VIVO,RUA GERÔNIMO CARAMA 1254 ,RN,2408102,Natal,05S4926,35W1306,SIM,SIM,SIM,SIM
1000305861,VIVO,Rua Francisco Ivo S/N ,RN,2408102,Natal,05S4510,35W1210,SIM,SIM,SIM,
1000321468,VIVO,Rua da Pescada 71 ,RN,2408102,Natal,05S4932,35W1248,,SIM,,
1000321581,VIVO,Avenida Ayrton Senna S/N ,RN,2408102,Natal,05S5100,35W1221,SIM,SIM,,
1000321646,VIVO, Avenida Prudente de Morais - nº 5121 5121 ,RN,2408102,Natal,05S4932,35W1248,SIM,SIM,SIM,
1000322375,VIVO, Avenida Prudente de Morais - nº 5121 5121 ,RN,2408102,Natal,05S4932,35W1248,SIM,SIM,SIM,
1000576822,TIM,Rua Narcisio S/N -,RN,2408102,Natal,05S5027,35W1446,,SIM,SIM,SIM
1000703069,VIVO, Rua da Pescada 71 ,RN,2408102,Natal,05S4407,35W1410,SIM,SIM,SIM,
1000838371,CLARO,R DA BOA VISTA S/N ACESSO PELA RODOVIA BR 406/ANTONIO SEVERIANO DA CAMARA 1348,RN,2405801,João Câmara,05S3229,35W4802,,SIM,SIM,
1000838770,CLARO,R JAIME DE SOUZA S/N LOTE 2182/QD 71,RN,2403251,Parnamirim,05S5523,35W1704,,SIM,SIM,SIM
1000916305,VIVO,Avenida Aeroporto Augusto Severo S/N ,RN,2403251,Parnamirim,05S5400,35W1452,,SIM,,
1000990130,TIM,Avenida Firmino Moura S/N -,RN,2412005,São Gonçalo do Amarante,05S4526,35W1755,,SIM,SIM,SIM
1001285724,VIVO,Rua São Vicente 288 ,RN,2403251,Parnamirim,05S5527,35W1627,,SIM,,
1001302181,TIM,RUA DOM ANTÔNIO DE ALMEIDA LUSTOSA 3 ,RN,2408102,Natal,05S5119,35W1545,,SIM,SIM,SIM
1001302416,TIM,RUA DOUTOR JULIANO MOREIRA S/N AQUISITADO,RN,2408102,Natal,05S4326,35W1429,,SIM,SIM,SIM
1001302564,TIM,RUA ÁGUAS DE CISNE 70 ,RN,2408102,Natal,05S4422,35W1614,,SIM,SIM,SIM
1001381561,CLARO,RUA PAULO JARDIMS/NDISTRITO INDUSTRIAL  ,RN,2407104,Macaíba,05S5237,35W1900,,SIM,SIM,
1001525032,VIVO,RUA DA ASSOCIAÇÃO S/N ,RN,2403608,Extremoz,05S4200,35W1143,SIM,SIM,,
1001602886,TIM,Rua Votuporanga 0 Vz 818 S/N -,RN,2408102,Natal,05S4427,35W1526,,SIM,SIM,SIM
1001671187,TIM,Rua: Manoel Peninha S/N -,RN,2408102,Natal,05S5317,35W1013,,SIM,SIM,
1001736505,TIM,RUA ITAMAR MACIEL 322 ,RN,2408102,Natal,05S4928,35W1550,,SIM,SIM,SIM
1001737005,TIM,RUA RAIMUNDO ANDRADE S/N ,RN,2408003,Mossoró,05S1225,37W1816,,SIM,SIM,
1001751970,TIM,Rua Santo Amaro 14 -,RN,2408102,Natal,05S4805,35W1346,,SIM,SIM,SIM
1001752276,TIM,AVENIDA RIO BRANCO 51 ,RN,2408003,Mossoró,05S1018,37W2031,,SIM,SIM,
1001782027,TIM,Avenida Alberto Maranhão 1180 -,RN,2408003,Mossoró,05S1148,37W2051,,SIM,,
1001783511,TIM,Rua: Getúlio Vargas S/N -,RN,2408102,Natal,05S5017,35W1435,,SIM,SIM,SIM
1001783872,TIM,AVENIDA AYRTON SENNA S/N ,RN,2408102,Natal,05S5105,35W1221,,SIM,SIM,SIM
1001784089,TIM,RUA MARIETA GUERRA S/N ,RN,2408102,Natal,05S5129,35W1253,,SIM,SIM,SIM
1001784356,TIM,Rua Feira De Santana 856 -,RN,2408102,Natal,05S4516,35W1448,SIM,SIM,SIM,SIM
1001784771,TIM,RUA RAIMUNDO MENDES 559 ,RN,2412005,São Gonçalo do Amarante,05S4633,35W1640,,SIM,SIM,
1001785255,TIM,Rua Sampaio Correia S/N -,RN,2408102,Natal,05S4850,35W1414,,SIM,SIM,SIM
1001785565,TIM,Rua Cícero Veríssimo Oliveira 20 -,RN,2408102,Natal,05S4332,35W1631,,SIM,SIM,SIM
1001785662,TIM,Rua Alvorada 46 -,RN,2408102,Natal,05S4626,35W1518,,SIM,SIM,SIM
1001828965,TIM,Rua Doutor José Tavares Da Silva 1420 ,RN,2408102,Natal,05S5111,35W1319,,SIM,SIM,SIM
1001837603,VIVO,TV SOLON SOBRINHOS/N°CENTRO  ,RN,2404408,Grossos,04S5858,37W0912,SIM,,,
1001841759,VIVO,RUA VER. WILLAME CÂMARA DE BRITO S/N ,RN,2412005,São Gonçalo do Amarante,05S4725,35W1826,,SIM,SIM,
1001843867,TIM,Travessa Adolfo Gordo 18 ,RN,2408102,Natal,05S4941,35W1403,,SIM,SIM,SIM
1001860656,TIM,RUA GABRIEL BATISTA DE SOUZA 116 ,RN,2408003,Mossoró,05S1034,37W2129,,SIM,SIM,
1001906028,TIM,RUA IPAMERI 11 ,RN,2408102,Natal,05S4359,35W1447,,SIM,SIM,SIM
1001951031,TIM,Avenida Jerônimo Camara 1254 -,RN,2408102,Natal,05S4925,35W1246,,SIM,SIM,SIM
1002234929,CLARO,R TEREZINHA PEREIRA DE OLIVEIRA S/N ,RN,2404408,Grossos,04S5852,37W0908,,SIM,SIM,
1002239300,TIM,Rua Das Tilias 2150 S/N -,RN,2408102,Natal,05S5218,35W1351,,SIM,SIM,SIM
1002245076,CLARO,SÍTIO PEDRA II S/N ESTRADA CARAÚBAS - MIRANDA. KM 07,RN,2402303,Caraúbas,05S4429,37W3049,,SIM,SIM,
1002249667,TIM,Rua Luiz Gonzaga Xavier S/N -,RN,2403251,Parnamirim,05S5809,35W0803,,SIM,SIM,SIM
1002284810,VIVO,AVENIDA ALBA DE MIRANDA PINHEIROS S/N RN910,RN,2409902,Pendências,05S1537,36W4255,,SIM,SIM,
1002284870,VIVO,RUA ARISTOFANE FERNANDES 452 ,RN,2400802,Angicos,05S4022,36W3602,,SIM,SIM,
1002290250,VIVO,RUA INÊS FERNANDES DOS SANTOS S/N ,RN,2402006,Caicó,06S2652,37W0519,,SIM,SIM,
1002290373,VIVO,RUA BEL RAIMUNDO MENDES . S/N RN257,RN,2412005,São Gonçalo do Amarante,05S4633,35W1640,,SIM,SIM,SIM
1002290616,VIVO,RUA FERRO CARDOSO . 76 RN252,RN,2408102,Natal,05S4934,35W1518,,SIM,SIM,SIM
1002290640,VIVO,RUA ITAMAR MACIEL 322 - FELIPE CAMARÃO S/N RN274,RN,2408102,Natal,05S4928,35W1550,,SIM,SIM,SIM
1002290918,VIVO,RUA ELIS REGINA SN S/N LOTE 15 QUADRA 30,RN,2403251,Parnamirim,05S5443,35W1658,,SIM,SIM,SIM
1002290977,VIVO,RUA GEORGINO AVELINO 408 RN-240,RN,2403251,Parnamirim,05S5444,35W1632,,SIM,SIM,SIM
1002291248,VIVO,RUA PADRE FELIX 177 ,RN,2400802,Angicos,05S3942,36W3611,,SIM,SIM,
1002291620,VIVO,RUA CÍCERO DE OLIVEIRA 20 - LAGOA AZUL S/N RN233,RN,2408102,Natal,05S4334,35W1631,,SIM,SIM,SIM
1002291736,VIVO,AV. SENADOR SALGADO FILHO (EDIFICIO JACUMÃ) 2990 ,RN,2408102,Natal,05S4946,35W1243,SIM,SIM,SIM,SIM
1002291892,VIVO,RUA MANOEL ADELINO S/N ,RN,2408003,Mossoró,05S1243,37W2024,,SIM,SIM,SIM
1002292007,VIVO,RUA SÃO JOSÉ S/N ,RN,2407203,Macau,05S0651,36W3815,,SIM,SIM,
1002319266,VIVO,AV CUSTODIO DANTAS DA SILVA S/N ,RN,2408003,Mossoró,05S1010,37W2048,,SIM,,
1002330782,VIVO,AVENIDA BELA PARNAMIRIM S/N ,RN,2403251,Parnamirim,05S5348,35W1617,,SIM,SIM,SIM
1002335164,TIM,Serra Mangue Seco S/N -,RN,2407203,Macau,05S1011,36W2532,SIM,SIM,,
1002375646,VIVO,RUA JOSÉ EDILSON BATISTA S/N ,RN,2408102,Natal,05S4456,35W1654,,SIM,SIM,SIM
1002413335,VIVO,Rua Coronel Francisco Bezerra S/N ,RN,2400109,Acari,06S2558,36W3827,,SIM,,
1002413416,VIVO,RUA LEONIDAS DE PAULA S/N RN203,RN,2401206,Arês,06S1153,35W0948,,SIM,SIM,
1002413459,VIVO,RUA JOÃO VITORINO DE ANDRADE S/N ,RN,2401909,Caiçara do Rio do Vento,05S4528,36W0006,,SIM,SIM,
1002414587,VIVO,RUA VITAL CORREIA S/N ,RN,2402600,Ceará-Mirim,05S3835,35W2551,,SIM,SIM,
1002419082,VIVO,RUA LUIZ JOÃO DE MOURA S/N ,RN,2407807,Monte Alegre,06S0417,35W2007,,SIM,SIM,
1002419503,VIVO,FAZENDA BOA ESPERANÇA S/N ,RN,2412302,São José do Campestre,06S1837,35W4233,,SIM,,
1002419520,VIVO,Rua Manoel Cesário de Araujo S/N ,RN,2412609,São Paulo do Potengi,05S5338,35W4602,,SIM,SIM,
1002419619,VIVO,RUA PROJETADA S/N S/N ACESSO: RUA AMALIA BATISTA,RN,2414001,Tangará,06S1203,35W4809,,SIM,SIM,
1002422601,VIVO,RUA DA INTEGRAÇÃO S/N ,RN,2413201,Senador Georgino Avelino,06S0853,35W0839,,SIM,SIM,
1002456603,VIVO,SÍTIO RUA PROJETADA S/N ,RN,2404507,Guamaré,05S0815,36W1851,,SIM,SIM,
1002465734,VIVO,RUA DA PESCADA 71 ,RN,2408102,Natal,05S4359,35W1407,,SIM,SIM,SIM
1002467397,VIVO,FAZENDA NOSSA SENHORA DAS GRAÇAS S/N ,RN,2404507,Guamaré,05S0821,36W2236,,SIM,SIM,
1002467575,VIVO,RUA EPITÁCIO PESSOA 11 RN-243,RN,2408003,Mossoró,05S1105,37W2024,,SIM,SIM,SIM
1002467656,VIVO,RUA ANIBAL BRANDÃO S/N ,RN,2403251,Parnamirim,05S5317,35W1134,,SIM,SIM,SIM
1002494432,VIVO,RUA JOÃO DA ESCÓSSIA 1515 MOSSORO - SHOPPING PARTAGE MOSSORÓ 1515 ,RN,2408003,Mossoró,05S1018,37W2235,,,SIM,
1002615140,TIM,AVENIDA ANGELO VARELE S/N ,RN,2400703,Alto do Rodrigues,05S1838,36W4558,SIM,SIM,SIM,
1002633335,TIM,Rodovia Mutambinha S/N -,RN,2402501,Carnaubais,05S2300,36W5223,SIM,SIM,SIM,
1002741871,VIVO,Rua Luiz Fonte Rangel S/N ,RN,2402006,Caicó,06S2804,37W0629,,SIM,SIM,
1002741901,VIVO,RUA MONTEVIDEU LOTE 58 QUADRA 3 S/N LOTE 58 QDA 03,RN,2408102,Natal,05S4915,35W1437,,SIM,SIM,SIM
1002741910,VIVO,RUA JOSÉ AUGUSTO S/N ,RN,2405801,João Câmara,05S3156,35W4838,,SIM,SIM,
1002741995,VIVO,RUA MANOEL PEDRO DA COSTA 1 ,RN,2407104,Macaíba,05S5048,35W2049,,SIM,SIM,
1002742002,VIVO,RUA VELHO MODESTO 1610 S/N ,RN,2408102,Natal,05S4906,35W1155,,SIM,SIM,SIM
1002742223,VIVO,RUA FRANCISCO GOMES 1000 ,RN,2403251,Parnamirim,05S5447,35W1148,,SIM,SIM,SIM
1002751001,VIVO,RUA FRANCISCO MARTINS 16 ,RN,2407203,Macau,05S0452,36W2935,,SIM,SIM,
1002751036,VIVO,RUA GHANDI S/N ,RN,2403251,Parnamirim,05S5345,35W1215,SIM,SIM,SIM,SIM
1002751354,VIVO,RUA ANTONIO GOMES DE OLIVEIRA S/N ,RN,2407104,Macaíba,05S5136,35W2039,,SIM,SIM,
1002846363,VIVO,RUA MANOEL MEDEIROS LOTE 6 S/N LOTE 6,RN,2410405,Pureza,05S2742,35W3306,,SIM,SIM,
1002846657,VIVO,RUA PM IVAN S/N S/N,RN,2413359,Serra do Mel,05S1016,37W0220,,SIM,SIM,
1003056676,VIVO,Rua Bela Vista S/N ,RN,2402600,Ceará-Mirim,05S3822,35W2515,,SIM,SIM,SIM
1003057141,VIVO,RUA BENEDITO M. DA COSTA S/N ,RN,2405504,Jardim de Angicos,05S3852,35W5815,,SIM,SIM,
1003057400,VIVO,RODOVIA BR 406 KM 65 S/N ,RN,2407203,Macau,05S0911,36W3525,,SIM,SIM,
1003076499,VIVO,RUA ENGENHEIRO ISAIAS FILHO N 18 S/N TAVESSA SÃO GREGORIO,RN,2408102,Natal,05S5026,35W1527,,SIM,SIM,SIM
1003076570,VIVO,RUA DAMIÃO QUEIROZ S/N ,RN,2411056,Tibau,04S5126,37W1430,,SIM,SIM,
1003077053,VIVO,Rua Luís Antonio de Araujo 282 ,RN,2409605,Pedra Preta,05S3503,36W0606,,SIM,SIM,
1003186251,VIVO,RUA ANTÔNIO HENRIQUE SOUTO25CENTRO  ,RN,2401404,Baía Formosa,06S2212,35W0011,,SIM,,
1003186278,VIVO,RUA SÃO FRANCISCO 512 ,RN,2401453,Baraúna,05S0451,37W3656,,SIM,SIM,
1003186308,VIVO,RUA CROMÁCIO CALAFANGES/NCENTRO  ,RN,2415008,Vila Flor,06S1852,35W0427,,SIM,,
1003186316,VIVO,RUA OLAVO COSTAS/NCENTRO - ,RN,2414506,Umarizal,05S5907,37W4838,,SIM,,
1003186324,VIVO,RODOVIA BR 406 S/NZONA RURAL  ,RN,2413904,Taipu,05S3600,35W3700,,SIM,,
1003186332,VIVO,ESTRADA PUBLICAS/NCENTRO  ,RN,2413904,Taipu,05S3720,35W3541,,SIM,,
1003186340,VIVO,RUA ALTO DA BOA VISTAS/NCENTRO  ,RN,2412906,São Tomé,05S5827,36W0418,,SIM,,
1003200319,VIVO,RUA JOÃO GONÇALVES DE ANDRADE252CENTRO  ,RN,2412906,São Tomé,05S5827,36W0435,,SIM,,
1003200360,VIVO,RUA FRANCISCO DAS CHAGAS MOREIRA S/N ,RN,2412500,São Miguel,06S1256,38W2930,,SIM,SIM,
1003200386,VIVO,RUA PEDRO MOCOS/NCENTRO  ,RN,2412500,São Miguel,06S1256,38W2930,,SIM,,
1003200416,VIVO,RUA PROJETADAS/NCENTRO  ,RN,2411502,Santo Antônio,06S1851,35W2847,,SIM,,
1003200467,VIVO,RUA JUVENAL PEREIRA DOS PASSOSS/NCENTRO  ,RN,2411601,São Bento do Norte,05S0348,36W0229,,SIM,,
1003200530,VIVO,LARGO SÃO PEDRO S/N ,RN,2414407,Touros,05S1623,35W2332,,SIM,,
1003200599,VIVO,RODOVIA BR 021S/NZONA RURAL  ,RN,2408953,Rio do Fogo,05S1718,35W2330,,SIM,,
1003200610,VIVO,PRAÇA PEDRO ALVES BEZERRA 266CENTRO  ,RN,2409704,Pedro Avelino,05S3230,36W2315,,SIM,,
1003200629,VIVO,AVENIDA SEVERINO FERREIRAS/NCENTRO  ,RN,2409506,Pedra Grande,05S0902,35W5237,,SIM,,
1003200637,VIVO,RUA ASSIS CHATEAUBRIAND1552SÃO SEBASTÃO  ,RN,2408300,Nova Cruz,06S2911,35W2541,,SIM,,
1003200653,VIVO,RUA FRANCO OLIVEIRAS/NCENTRO - ,RN,2408300,Nova Cruz,06S2848,35W2556,,SIM,,
1003200696,VIVO,AVENIDA NORTES/NCENTRO  ,RN,2404705,Ipanguaçu,05S3010,36W5124,,SIM,,
1003200726,VIVO,TRAVESSA DUQUE DE CAXIAS S/N ,RN,2404606,Ielmo Marinho,05S4923,35W3302,,SIM,SIM,
1003200750,VIVO,RUA PORTUGUES JOÃO GOMESS/NCENTRO  ,RN,2403509,Espírito Santo,06S1953,35W1807,,SIM,,
1003200777,VIVO,SÍTIO TABOLEIRO340ZONA RURAL - ,RN,2401800,Brejinho,06S1215,35W2052,,SIM,,
1003200874,VIVO,AVENIDA ANTÔNIO ALVES PESSOAS/NCENTRO  ,RN,2401800,Brejinho,06S1130,35W2133,,SIM,,
1003200882,VIVO,RUA INÁCIO REINALDO48CENTRO  ,RN,2401453,Baraúna,05S0424,37W3714,,SIM,,
1003227233,VIVO,RUA MARIA DAS DORES FERNADES COSTAS/NCENTRO - ,RN,2406106,Jucurutu,06S0208,37W0056,,SIM,,
1003227241,VIVO,RUA DO SAGRADO CORAÇÃO DE JESUS S/NCENTRO  ,RN,2405702,Jardim do Seridó,06S3511,36W4618,,SIM,,
1003228558,TIM,AVENIDA PASSEIO DOS GIRASSOIS 3000 ,RN,2408102,Natal,05S5024,35W1205,,SIM,SIM,SIM
1003228795,TIM,Avenida Miguel Castro 592 -,RN,2408102,Natal,05S4902,35W1333,,SIM,SIM,SIM
1003326657,TIM,Rua Potengi 521 ,RN,2408102,Natal,05S4702,35W1158,,SIM,SIM,SIM
1003502790,TIM,RODOVIA BR 304 S/N ,RN,2408003,Mossoró,05S1331,37W2037,SIM,SIM,SIM,
1003506779,VIVO,Rua Ana Filgueira Neo S/N ,RN,2408003,Mossoró,05S0906,37W2111,,SIM,SIM,
1003507899,VIVO,RUA RAIMUNDO BERNARDINO DE SOUZA S/N ,RN,2408003,Mossoró,05S1156,37W2236,,SIM,SIM,SIM
1003508178,VIVO,AVENIDA MANOEL RODRIGUES DA SILVA 555 ,RN,2410108,Poço Branco,05S3711,35W3926,,SIM,SIM,
1003672970,VIVO,RUA RIO NILO S/N ,RN,2403608,Extremoz,05S4139,35W1730,,SIM,SIM,
1003673012,VIVO,RUA ANÍZIA GONÇALVES 25 ,RN,2408201,Nísia Floresta,06S0643,35W0736,,SIM,SIM,
1003673047,VIVO,Perfilamento com Rua André Elias Pereira S/N ,RN,2408904,Parelhas,06S4103,36W3930,,SIM,SIM,
1003749833,TIM,Rodovia Rn 401 S/N -,RN,2404507,Guamaré,05S0804,36W2230,SIM,SIM,SIM,
1003761574,TIM,Area Porto De GuamaréS/NCentro S/N -,RN,2404507,Guamaré,05S0627,36W1915,SIM,SIM,SIM,
1003762678,TIM,RUA RIO DE PIRANHAS 659 ,RN,2403251,Parnamirim,05S5303,35W1453,,SIM,SIM,
1003763933,TIM,RUA PROJETADA S/N ,RN,2403251,Parnamirim,05S5524,35W1220,,SIM,SIM,SIM
1003764182,TIM,RUA COSME ALVES MAGALHÃES S/N ,RN,2403251,Parnamirim,05S5536,35W1445,,SIM,SIM,SIM
1003764379,TIM,Rodovia Br 101 S/N Km 1162  S/N,RN,2403251,Parnamirim,05S5647,35W1554,,SIM,SIM,SIM
1003811776,VIVO,RUA ZACARIAS MATIAS S/N S/N,RN,2403608,Extremoz,05S3758,35W1321,,SIM,SIM,
1003811865,VIVO,RUA PROJETADA S/N ,RN,2408201,Nísia Floresta,06S0406,35W0600,,SIM,SIM,
1003957967,CLARO,R VEREADOR WILLIAM CAMARA DE BRITO 82 ,RN,2412005,São Gonçalo do Amarante,05S4725,35W1825,,SIM,SIM,
1003997420,VIVO,RUA MANOEL LOPES 46 SITIO LAGOA DANTA,RN,2406205,Lagoa d'Anta,06S2343,35W3548,,SIM,SIM,
1004027742,CLARO,RUA PROFESSORA ELISETE ASSUNÇÃOS/NJOSÉ DANTAS DE ARAÚJO  ,RN,2403103,Currais Novos,06S1503,36W3103,,SIM,SIM,
1004211527,VIVO,RUA MIGUEL GODEIRO PRIMO S/N ,RN,2408102,Natal,05S5239,35W1037,,SIM,SIM,SIM
1004216820,TIM,RUA RECANTO DAS PRINCESAS 416 ,RN,2408102,Natal,05S4512,35W1642,,SIM,SIM,SIM
1004520260,CLARO,RUA DAS BEGÔNIAS S/N CIDADE FLORES  ,RN,2412005,São Gonçalo do Amarante,05S4508,35W1820,,SIM,SIM,
1004520287,CLARO,RUA RIO NILO S/N REGOMOLEIRO  ,RN,2412005,São Gonçalo do Amarante,05S4703,35W1718,,SIM,SIM,
1004565957,VIVO,RUA CORONEL FRANCISCO TOMAZ S/N (VIZINHO A PREFEITURA MUNICIPAL),RN,2406304,Lagoa de Pedras,06S0857,35W2609,,SIM,SIM,
1004584889,CLARO,RUA JOÃO BOSCO DE MEDEIROS S/N SAMANAÚ  ,RN,2402006,Caicó,06S2630,37W0458,,SIM,SIM,
1004584897,CLARO,LOTEAMENTO PARQUE DAS PEDRAS S/N SILVIO BEZERRA  ,RN,2403103,Currais Novos,06S1627,36W3112,,SIM,SIM,
1004584900,CLARO,RUA WELLINGTON TAVARES DA SILVA S/N CAMPINAS  ,RN,2407104,Macaíba,05S5217,35W2053,,SIM,SIM,
1004584919,CLARO,RUA TEREZINHA FONSECA CURY 77 MARACUJÁ  ,RN,2411205,Santa Cruz,06S1314,36W0129,,SIM,SIM,
1004713190,CLARO,AVENIDA RUY PEREIRA DOS SANTOS 3100 MAÇARANDUBA  ,RN,2412005,São Gonçalo do Amarante,05S4547,35W2222,,SIM,SIM,
1004765204,VIVO,RODOVIA RN 203 S/N ,RN,2402709,Cerro Corá,06S0204,36W2042,,SIM,SIM,
1004774866,CLARO,R LUIZ FONTES RANGEL S/N BARRA NOVA  ,RN,2402006,Caicó,06S2803,37W0628,,SIM,SIM,
1004912282,VIVO,Rua Bento Urbano S/N ,RN,2410900,Riachuelo,05S4845,35W4925,,SIM,SIM,
1004969683,CLARO,RUA PROJETADA S/N MAYNARD  ,RN,2402006,Caicó,06S2824,37W0418,,SIM,SIM,
1005215615,CLARO,R MANOEL DE PINININHA 146 ESQUINA COM  BELIZÁRIO DE MEDEIRA DANTAS,RN,2408102,Natal,05S5317,35W1013,,SIM,SIM,SIM
1005215623,CLARO,RUA LUIZ GONZAGA XAVIER S/N ,RN,2403251,Parnamirim,05S5807,35W0803,,SIM,SIM,SIM
1005215631,CLARO,R ANTONIO ELIAS DE FRANÇA NETO 1654 CONDOMÍNIO RESIDENCIAL WINTER PARK,RN,2408102,Natal,05S4930,35W1329,,SIM,SIM,SIM
1005288485,VIVO,RUA PADRE LUIZ GUIMARAES S/N ,RN,2404853,Itajá,05S3835,36W5224,,SIM,SIM,
1005329572,VIVO,RUA RUASANTOS DUMONT 160 ,RN,2406403,Lagoa de Velhos,06S0015,35W5217,,SIM,SIM,
1005329580,VIVO,RUA LUIZ LOPES S/N ,RN,2414803,Vera Cruz,06S0244,35W2550,,SIM,SIM,
1005343001,CLARO,R JOÃO ALVES DE MELO 1475 CONDOMÍNIO PORTAL DA LAGOA RESIDENCE,RN,2408102,Natal,05S4843,35W1306,,SIM,SIM,SIM
1005349999,VIVO,RUA VINTE E SETE DE OUTUBRO S/N ,RN,2411403,Santana do Matos,05S5720,36W3910,,SIM,SIM,
1005408782,VIVO,AVENIDA FIRMINO MOURA S/N ,RN,2412005,São Gonçalo do Amarante,05S4527,35W1756,,SIM,SIM,SIM
1005414081,VIVO,RUA ANGELO VARELA 3459 S/N ,RN,2400703,Alto do Rodrigues,05S1801,36W4552,,SIM,SIM,
1005414146,VIVO,RUA NORMA S/N ,RN,2403251,Parnamirim,05S5459,35W1340,,SIM,SIM,SIM
1005414251,VIVO,RUA JOAQUIM SERAFIM DE SOUZA 888 ,RN,2410256,Porto do Mangue,05S0404,36W4650,,SIM,SIM,
1005414286,VIVO,RUA MANOEL JANUÁRIO DE OLIVEIRA S/N ,RN,2412807,São Rafael,05S4809,36W5311,,SIM,SIM,
1005452960,VIVO,AVENIDA JOSÉ DA PENHA S/N ,RN,2402204,Canguaretama,06S2219,35W0800,,SIM,,
1005527366,CLARO,R PRESIDENTE CASTELO BRANCO 149 ,RN,2408102,Natal,05S4839,35W1436,,SIM,SIM,SIM
1005527374,CLARO,AV ULISSES GUIMARÃES S/N ,RN,2408102,Natal,05S4434,35W1221,SIM,SIM,SIM,SIM
1005527382,CLARO,R RODRIGUES DIAS S/N ,RN,2408102,Natal,05S4642,35W1143,,SIM,SIM,SIM
1005544465,TIM,Rua Francisca Gurgel De Nóbrega S/N Loteamento Denominado “Bom Pastor” Correspondente Aos Lotes De Nº 01 02 03 04 05 06 07 18 19 E 20 Da Quadra “B”. Doze Anos - Mossoro,RN,2408003,Mossoró,05S1124,37W2254,,SIM,SIM,
1005544473,TIM,Rua Maria Clara Da Conceição S/N  Loteamento Nova Florandia - Mossoro S/N -,RN,2408003,Mossoró,05S0850,37W2208,,SIM,,
1005544546,TIM,RUA MERLUZA S/N ,RN,2403608,Extremoz,05S4326,35W1224,SIM,SIM,SIM,SIM
1005633921,VIVO,RUA MAL DEODORO S/N ,RN,2402204,Canguaretama,06S2249,35W0750,,SIM,,
1005656204,TIM,Rua Projetada S/N  Centro Mossoro S/N -,RN,2408003,Mossoró,05S1311,37W1728,,SIM,,
1005681241,VIVO,RUA JOSE DE ANCHIETA NEVES SOBRINHO S/N ,RN,2401503,Barcelona,05S5634,35W5532,,SIM,SIM,
1005681292,VIVO,SÍTIO PEREIRO S/N ,RN,2411106,Ruy Barbosa,05S5250,35W5615,,SIM,SIM,
1005770732,CLARO,R SEVERINO RAMOS MONTEIRO S/N JARDINS  ,RN,2412005,São Gonçalo do Amarante,05S4439,35W1749,,SIM,SIM,
1005878258,CLARO,RUA MISSIONÁRIO IZAIAS HERCULANO S/N ,RN,2408102,Natal,05S4438,35W1415,,SIM,SIM,SIM
1005878266,CLARO,RUA FRANCISCO APRÍGIO S/N ,RN,2408102,Natal,05S4526,35W1622,,SIM,SIM,SIM
1005878274,CLARO,R JOSÉ FERREIRA DE ARAÚJO S/N LOTE 13 - QUADRA 14,RN,2408102,Natal,05S4437,35W1329,,SIM,SIM,SIM
1005878290,CLARO,R DJALMA MARANHÃO 480 ,RN,2408102,Natal,05S4940,35W1205,,SIM,SIM,SIM
1005942622,CLARO,RUA VIRGINÓPOLIS 4584 ,RN,2403251,Parnamirim,05S5218,35W1257,,SIM,SIM,SIM
1005942630,CLARO,RUA DA MUTAMBA 946 ,RN,2408102,Natal,05S4407,35W1517,,SIM,SIM,SIM
1005960868,TIM,Rua: Coronel Flaminio S/N -,RN,2408102,Natal,05S4556,35W1210,,SIM,SIM,SIM
1006000205,TIM,RUA TRÊS BARRAS 2953 ,RN,2408102,Natal,05S4504,35W1520,,SIM,SIM,SIM
1006021520,VIVO,RUA FRANCISCO FELIPE DA SILVA 107 ,RN,2403756,Fernando Pedroza,05S4136,36W3145,,SIM,SIM,
1006021717,VIVO,RUA LORIVAL FERREIRA LIMA S/N ,RN,2413706,Sítio Novo,06S0633,35W5446,,SIM,SIM,
1006029025,CLARO,R AGUAS DE CISNE 70 ,RN,2408102,Natal,05S4423,35W1614,,SIM,SIM,SIM
1006029033,CLARO,R MARIA JOSE LIRA S/N ,RN,2408102,Natal,05S4548,35W1530,,SIM,SIM,SIM
1006029050,CLARO,R MERLUZA S/N ,RN,2403608,Extremoz,05S4326,35W1224,SIM,SIM,SIM,
